idDrink,Name,Category,Alcoholic,Glass,Instructions,Thumbnail,Ingredient1,Ingredient2,Ingredient3,Ingredient4,Ingredient5,Ingredient6,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure1 (ml),Measure2 (ml),Measure3 (ml),Measure4 (ml),Measure5 (ml),Measure6 (ml),Measure1 (percent),Measure2 (percent),Measure3 (percent),Measure4 (percent),Measure5 (percent),Measure6 (percent)
178309,Espresso Rumtini,Cocktail,Alcoholic,Cocktail glass,Mix together in a cocktail glass. Garnish with some choclate powder and coffee beans,https://www.thecocktaildb.com/images/media/drink/acvf171561574403.jpg,Rum,Vanilla syrup,Espresso,Coffee,,,1 *44 ml,1/2 *44 ml,1 *44 ml,1 *44 ml,0,0,44,22,44,44,0,0,28,14,28,28,0,0
17246,Empellón Cocina's Fat-Washed Mezcal,Cocktail,Alcoholic,Beer Glass,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,Mezcal,Chocolate liqueur,Coffee liqueur,,,,2 *30 ml,3/4 *30 ml,1/2 *30 ml,0,0,0,60,22.5,15,0,0,0,61,23,15,0,0,0
11375,Foxy Lady,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a chilled cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/r9cz3q1504519844.jpg,Amaretto,Creme de Cacao,Light cream,,,,1/2 *30 ml ,1/2 *30 ml ,2 *30 ml ,0,0,0,15,15,60,0,0,0,16,16,66,0,0,0
14688,Freddy Kruger,Shot,Alcoholic,Shot glass,make it an ample size shot!!,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,Sambuca,Vodka,,,,1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,0,0,0,15,15,15,0,0,0,33,33,33,0,0,0
15743,Fuzzy Asshole,Coffee / Tea,Alcoholic,Coffee mug,fill coffe mug half full of coffee. Fill the other half full of Peach Schnapps. Stir and drink while hot.,https://www.thecocktaildb.com/images/media/drink/wrvpuu1472667898.jpg,Coffee,Peach schnapps,,,,,1/2 ,1/2 ,0,0,0,0,0.5,0.5,0,0,0,0,50,50,0,0,0,0
17213,French Martini,Cocktail,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Vodka,Raspberry Liqueur,pineapple juice,,,,4.5 *10 ml,1.5 *10 ml,1.5 *10 ml,0,0,0,45,15,15,0,0,0,60,20,20,0,0,0
17248,French Negroni,Cocktail,Alcoholic,Martini Glass,"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist.",https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg,Gin,Lillet,Sweet Vermouth,Orange Peel,,,1 *30 ml,1 *30 ml,1 *30 ml,1,0,0,30,30,30,1,0,0,32,32,32,1,0,0
11368,Flying Dutchman,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.",https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg,Gin,Triple sec,,,,,2 *30 ml ,1/2 *30 ml ,0,0,0,0,60,15,0,0,0,0,80,20,0,0,0,0
17198,French Connection,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/zaqa381504368758.jpg,Cognac,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
13202,Flaming Dr. Pepper,Shot,Alcoholic,Collins Glass,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,Amaretto,Vodka,151 proof rum,Dr. Pepper,Beer,,1 *30 ml ,1 *30 ml ,1 *30 ml Bacardi ,1 *30 ml ,1 *30 ml ,0,30,30,30,30,30,0,20,20,20,20,20,0
16485,Flaming Lamborghini,Cocktail,Alcoholic,Cocktail glass,"Pour the Sambuca and Kahlua into the Cocktail Glass and give the drinker a straw. Pour the Baileys and Blue Curacao into two sepsrate shot glasses either side of the cocktail glass. Set light the concotion in the cocktail glass and start to drink through the straw (this drink should be drunk in one) , as the bottom of the glass is reached put out the fire by pouring the Baileys and Blue Curacao into the cocktail glass and keep drinking till it's all gone!!",https://www.thecocktaildb.com/images/media/drink/yywpss1461866587.jpg,Kahlua,Sambuca,Blue Curacao,Baileys irish cream,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,30,30,30,30,0,0,25,25,25,25,0,0
17255,Gimlet,Cocktail,Alcoholic,Martini Glass,"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel.",https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg,Gin,Lime Juice,Sugar Syrup,Lime,,,2 1/2 *30 ml,1/2 *30 ml,1/2 *30 ml,1,0,0,315,15,15,1,0,0,91,4,4,0,0,0
11422,Godchild,Ordinary Drink,Alcoholic,Champagne flute,"Shake all ingredients well with cracked ice, strain into a champagne flute, and serve.",https://www.thecocktaildb.com/images/media/drink/m5nhtr1504820829.jpg,Vodka,Amaretto,Heavy cream,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0,33,33,33,0,0,0
11423,Godfather,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour all ingredients directly into old fashioned glass filled with ice cubes. Stir gently.,https://www.thecocktaildb.com/images/media/drink/e5zgao1582582378.jpg,Scotch,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
11424,Godmother,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour vodka and amaretto into an old-fashioned glass over ice and serve.,https://www.thecocktaildb.com/images/media/drink/quksqg1582582597.jpg,Vodka,Amaretto,,,,,1 1/2 *30 ml ,3/4 *30 ml ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
12758,Gagliardo,Cocktail,Alcoholic,Cocktail glass,"Shake well and serve in a cocktail glass. This is a home cocktail of American/Internet Bar del Pozzo, Pavia, Italy.",https://www.thecocktaildb.com/images/media/drink/lyloe91487602877.jpg,Peach Vodka,Lemon juice,Galliano,Sirup of roses,,,5,3,1,1,0,0,5,3,1,1,0,0,50,30,10,10,0,0
17252,Greyhound,Cocktail,Alcoholic,Collins glass,"Add the vodka to a Collins glass filled with ice.
Top with grapefruit juice and stir.

",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,Vodka,Grapefruit Juice,,,,,1 1/2 *30 ml,3 *30 ml,0,0,0,0,165,90,0,0,0,0,64,35,0,0,0,0
11407,Gin Cooler,Ordinary Drink,Alcoholic,Collins glass,Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.,https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg,Gin,Carbonated water,Powdered sugar,Orange spiral,Lemon peel,,2 *30 ml ,0,0,0,0,0,60,0,0,0,0,0,100,0,0,0,0,0
15427,Grand Blue,Ordinary Drink,Alcoholic,Old-fashioned glass,Serve in an old fashioned glass.,https://www.thecocktaildb.com/images/media/drink/vsrsqu1472761749.jpg,Malibu rum,Peach schnapps,Blue Curacao,Sweet and sour,,,1 1/2 *10 ml ,1 1/2 *10 ml ,1 1/2 *10 ml ,3 *10 ml ,0,0,55,55,55,30,0,0,28,28,28,15,0,0
11433,Grass Skirt,Ordinary Drink,Alcoholic,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.",https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg,Gin,Triple sec,Pineapple juice,Grenadine,Pineapple,,1 1/2 *30 ml ,1 *30 ml ,1 *30 ml ,1/2 *5 ml ,1,0,165,30,30,2.5,1,0,72,13,13,1,0,0
17200,Grasshopper,Ordinary Drink,Alcoholic,Cocktail glass,Pour ingredients into a cocktail shaker with ice. Shake briskly and then strain into a chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/aqm9el1504369613.jpg,Green Creme de Menthe,Creme de Cacao,Light cream,,,,3/4 *30 ml ,3/4 *30 ml white ,3/4 *30 ml ,0,0,0,22.5,22.5,22.5,0,0,0,33,33,33,0,0,0
17199,Golden dream,Ordinary Drink,Alcoholic,Cocktail glass,Shake with cracked ice. Strain into glass and serve.,https://www.thecocktaildb.com/images/media/drink/qrot6j1504369425.jpg,Galliano,Triple Sec,orange juice,Cream,,,2,2,2,1,0,0,2,2,2,1,0,0,28,28,28,14,0,0
16262,H.D.,Coffee / Tea,Alcoholic,Beer mug,Mix the whisky and Baileys Cream in a beer-glass (at least 50 cl). Fill the rest of the glass with coffee.,https://www.thecocktaildb.com/images/media/drink/upusyu1472667977.jpg,Whisky,Baileys irish cream,Coffee,,,,4 *10 ml ,8 *10 ml ,0,0,0,0,40,80,0,0,0,0,33,66,0,0,0,0
178316,Honey Bee,Cocktail,Alcoholic,Margarita glass,"Shake ingredients with crushed ice
",https://www.thecocktaildb.com/images/media/drink/vu8l7t1582475673.jpg,White Rum,Honey,Lemon Juice,,,,6 *10 ml,2 *10 ml,2 *10 ml,0,0,0,60,20,20,0,0,0,60,20,20,0,0,0
12766,Happy Skipper,Ordinary Drink,Alcoholic,Highball glass,"Pour Captain Morgan's Spiced Rum over ice, fill glass to top with Ginger Ale. Garnish with lime. Tastes like a cream soda. Named for the Gilligan's Island reference (""The Captain"" *in* ""Ginger"" is a Happy Skipper!)",https://www.thecocktaildb.com/images/media/drink/42w2g41487602448.jpg,Spiced rum,Ginger ale,Lime,Ice,,,1 1/2 *10 ml ,0,0,0,0,0,55,0,0,0,0,0,100,0,0,0,0,0
11470,Havana Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/59splc1504882899.jpg,Light rum,Pineapple juice,Lemon juice,,,,1 *30 ml ,1 *30 ml ,1 *5 ml ,0,0,0,30,30,5,0,0,0,46,46,7,0,0,0
14782,Hot Creamy Bush,Coffee / Tea,Alcoholic,Irish coffee cup,Combine all ingredients in glass,https://www.thecocktaildb.com/images/media/drink/spvrtp1472668037.jpg,Irish whiskey,Baileys irish cream,Coffee,,,,1 *44 ml ,3/4 *44 ml ,6 *30 ml hot ,0,0,0,44,33,180,0,0,0,17,12,70,0,0,0
11462,Harvey Wallbanger,Ordinary Drink,Alcoholic,Collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,Vodka,Galliano,Orange juice,,,,1 *30 ml ,1/2 *30 ml ,4 *30 ml ,0,0,0,30,15,120,0,0,0,18,9,72,0,0,0
17201,Hemingway Special,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into a shaker with ice. Shake.,https://www.thecocktaildb.com/images/media/drink/jfcvps1504369888.jpg,Rum,Grapefruit Juice,Maraschino Liqueur,Lime Juice,,,12,8,3,3,0,0,12,8,3,3,0,0,46,30,11,11,0,0
12706,Imperial Cocktail,Cocktail,Alcoholic,Cocktail glass,Shake with ice and strain into cocktail glass.,https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg,Lime juice,Gin,Aperol,,,,4 *10 ml ,2 *10 ml ,4 *10 ml ,0,0,0,40,20,40,0,0,0,40,20,40,0,0,0
16987,Irish Curdling Cow,Cocktail,Alcoholic,Highball glass,"Pour Irish Cream, Vodka, and Bourbon in a glass. Add some ice and mix in the orange juice.",https://www.thecocktaildb.com/images/media/drink/yrhutv1503563730.jpg,Baileys irish cream,Bourbon,Vodka,Orange juice,,,3/4 *30 ml ,3/4 *30 ml ,3/4 *30 ml ,2-3 *30 ml ,0,0,22.5,22.5,22.5,60,0,0,17,17,17,47,0,0
13775,Jelly Bean,Shot,Alcoholic,Cordial glass,mix equal parts in pony glass-tastes just like a jelly bean!,https://www.thecocktaildb.com/images/media/drink/bglc6y1504388797.jpg,Blackberry brandy,Anis,,,,,1 *30 ml ,1 *30 ml ,0,0,0,0,30,30,0,0,0,0,50,50,0,0,0,0
13847,Jackhammer,Ordinary Drink,Alcoholic,Collins Glass,"Serve over ice- Warning,Deadly!",https://www.thecocktaildb.com/images/media/drink/9von5j1504388896.jpg,Jack Daniels,Amaretto,,,,,1 *30 ml ,1 *30 ml ,0,0,0,0,30,30,0,0,0,0,50,50,0,0,0,0
11580,John Collins,Ordinary Drink,Alcoholic,Collins glass,Pour all ingredients directly into highball glass filled with ice. Stir gently. Garnish. Add a dash of Angostura bitters.,https://www.thecocktaildb.com/images/media/drink/u5yaxl1504350270.jpg,Bourbon,Lemon juice,Sugar,Club soda,Maraschino cherry,Orange,2 *30 ml ,1 *30 ml ,1 *5 ml superfine ,3 *30 ml ,1,1,60,30,5,90,1,1,32,16,2,48,0,0
11566,Jewel Of The Nile,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg,Gin,Green Chartreuse,Yellow Chartreuse,,,,1 1/2 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,0,0,0,165,15,15,0,0,0,84,7,7,0,0,0
17203,Kir,Ordinary Drink,Alcoholic,Wine Glass,"Add the crème de cassis to the bottom of the glass, then top up with wine.",https://www.thecocktaildb.com/images/media/drink/apneom1504370294.jpg,Creme de Cassis,Champagne,,,,,1,5,0,0,0,0,1,5,0,0,0,0,16,83,0,0,0,0
12764,Karsk,Ordinary Drink,Alcoholic,Highball glass,"Put a copper coin in a coffe-cup and fill up with coffee until you no longer see the coin, then add alcohol until you see the coin. Norwegian speciality.",https://www.thecocktaildb.com/images/media/drink/808mxk1487602471.jpg,Coffee,Grain alcohol,,,,,1,2,0,0,0,0,1,2,0,0,0,0,33,66,0,0,0,0
11600,Kamikaze,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients together with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/xa58bb1504373204.jpg,Vodka,Triple sec,Lime juice,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0,33,33,33,0,0,0
13837,Kir Royale,Ordinary Drink,Alcoholic,Champagne Flute,"Pour Creme de cassis in glass, gently pour champagne on top",https://www.thecocktaildb.com/images/media/drink/yt9i7n1504370388.jpg,Creme de Cassis,Champagne,,,,,1,5,0,0,0,0,1,5,0,0,0,0,16,83,0,0,0,0
16951,Kioki Coffee,Coffee / Tea,Alcoholic,Coffee mug,Stir. Add whipped cream to the top.,https://www.thecocktaildb.com/images/media/drink/uppqty1441247374.jpg,Kahlua,Brandy,Coffee,,,,1 *30 ml ,1/2 *30 ml ,0,0,0,0,30,15,0,0,0,0,66,33,0,0,0,0
13190,Kool-Aid Shot,Shot,Alcoholic,Old-fashioned glass,Pour into a large glass with ice and stir. Add a little cranberry juice to taste.,https://www.thecocktaildb.com/images/media/drink/fegm621503564966.jpg,Vodka,Amaretto,Sloe gin,Triple sec,Cranberry juice,,1 *44 ml ,1 *44 ml ,1 *44 ml ,1 *44 ml ,0,0,44,44,44,44,0,0,25,25,25,25,0,0
17006,Kool First Aid,Shot,Alcoholic,Shot glass,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,151 proof rum,Kool-Aid,,,,,2 *30 ml light ,1/2 *5 ml Tropical ,0,0,0,0,60,2.5,0,0,0,0,96,4,0,0,0,0
11602,Kentucky B And B,Ordinary Drink,Alcoholic,Brandy snifter,Pour the bourbon and Benedictine into a brandy snifter.,https://www.thecocktaildb.com/images/media/drink/sqxsxp1478820236.jpg,Bourbon,Benedictine,,,,,2 *30 ml ,1/2 *30 ml ,0,0,0,0,60,15,0,0,0,0,80,20,0,0,0,0
14446,Kool-Aid Slammer,Shot,Alcoholic,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Kool-Aid,Vodka,,,,,1/2 *30 ml Grape ,1/2 *30 ml ,0,0,0,0,15,15,0,0,0,0,50,50,0,0,0,0
11670,Lord And Lady,Ordinary Drink,Alcoholic,Old-fashioned glass,Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg,Dark rum,Tia maria,,,,,1 1/2 *30 ml ,1/2 *30 ml ,0,0,0,0,165,15,0,0,0,0,91,8,0,0,0,0
11664,Lone Tree Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg,Sweet Vermouth,Gin,,,,,3/4 *30 ml ,1 1/2 *30 ml ,0,0,0,0,22.5,165,0,0,0,0,12,88,0,0,0,0
11690,Mai Tai,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients with ice. Strain into glass. Garnish and serve with straw.,https://www.thecocktaildb.com/images/media/drink/twyrrp1439907470.jpg,Light rum,Orgeat syrup,Triple sec,Sweet and sour,Cherry,,1 *30 ml ,1/2 *30 ml ,1/2 *30 ml ,1 1/2 *30 ml ,1,0,30,15,15,165,1,0,13,6,6,73,0,0
11728,Martini,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg,Gin,Dry Vermouth,Olive,,,,1 2/3 *30 ml ,1/3 *30 ml ,1,0,0,0,120,10,1,0,0,0,91,7,0,0,0,0
11007,Margarita,Ordinary Drink,Alcoholic,Cocktail glass,"Rub the rim of the glass with the lime slice to make the salt stick to it. Take care to moisten only the outer rim and sprinkle the salt on it. The salt should present to the lips of the imbiber and never mix into the cocktail. Shake the other ingredients with ice, then carefully pour into the glass.",https://www.thecocktaildb.com/images/media/drink/5noda61589575158.jpg,Tequila,Triple sec,Lime juice,Salt,,,1 1/2 *30 ml ,1/2 *30 ml ,1 *30 ml ,0,0,0,165,15,30,0,0,0,78,7,14,0,0,0
16196,Moranguito,Shot,Alcoholic,Shot glass,"first you put rhe absinthe, then put tequila, then put the Granadine syrup.",https://www.thecocktaildb.com/images/media/drink/urpsyq1475667335.jpg,Absinthe,Tequila,Grenadine,,,,2/5 ,2/5 ,1/5 ,0,0,0,0.4,0.4,0.2,0,0,0,40,40,20,0,0,0
11009,Moscow Mule,Punch / Party Drink,Alcoholic,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,Vodka,Lime juice,Ginger ale,,,,2 *30 ml ,2 *30 ml ,8 *30 ml ,0,0,0,60,60,240,0,0,0,16,16,66,0,0,0
17189,Monkey Gland,Ordinary Drink,Alcoholic,Cocktail glass,"Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.",https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg,Gin,Benedictine,Orange juice,Grenadine,,,2 *30 ml ,1 *5 ml ,1/2 *30 ml ,1 *5 ml ,0,0,60,5,15,5,0,0,70,5,17,5,0,0
14053,Mother's Milk,Shot,Alcoholic,Shot glass,"Shake over ice, strain. Serves two.",https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,Goldschlager,Butterscotch schnapps,Milk,,,,1 *30 ml ,1 *30 ml ,1 *30 ml ,0,0,0,30,30,30,0,0,0,33,33,33,0,0,0
14842,Midnight Mint,Cocktail,Alcoholic,Cocktail glass,"If available, rim cocktail (Martini) glass with sugar syrup then dip into chocolate flakes or powder. Add ingredients into shaker with ice. Shake well then strain into cocktail glass.",https://www.thecocktaildb.com/images/media/drink/svuvrq1441208310.jpg,Baileys irish cream,White Creme de Menthe,Cream,,,,1 *30 ml ,3/4 *30 ml ,3/4 *30 ml double ,0,0,0,30,22.5,22.5,0,0,0,40,30,30,0,0,0
17188,Mary Pickford,Cocktail,Alcoholic,Cocktail glass,Shake and strain into a chilled large cocktail glass,https://www.thecocktaildb.com/images/media/drink/f9erqb1504350557.jpg,Light rum,Pineapple juice,Maraschino liqueur,Grenadine,Maraschino cherry,,1 1/2 *30 ml ,1 *30 ml ,1/2 *5 ml ,1/2 *5 ml ,1,0,165,30,2.5,2.5,1,0,82,14,1,1,0,0
15224,Malibu Twister,Cocktail,Alcoholic,Highball glass,"Add rum & trister then, add cranberry jucie,stir",https://www.thecocktaildb.com/images/media/drink/2dwae41504885321.jpg,Malibu rum,Tropicana,Cranberry juice,,,,2,2,1,0,0,0,2,2,1,0,0,0,40,40,20,0,0,0
17253,Paloma,Cocktail,Alcoholic,Collins glass,Stir together and serve over ice.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,Grape Soda,Tequila,,,,,3 *30 ml,1 1/2 *30 ml,0,0,0,0,90,165,0,0,0,0,35,64,0,0,0,0
17190,Paradise,Ordinary Drink,Alcoholic,Cocktail glass,Shake together over ice. Strain into cocktail glass and serve chilled.,https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,Gin,Apricot Brandy,Orange Juice,,,,7,4,3,0,0,0,7,4,3,0,0,0,50,28,21,0,0,0
11938,Pink Lady,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,Gin,Grenadine,Light cream,Egg white,,,1 1/2 *30 ml ,1 *5 ml ,1 *5 ml ,1,0,0,165,5,5,1,0,0,93,2,2,0,0,0
17192,Porto flip,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,Brandy,Port,Egg Yolk,,,,3,9,2,0,0,0,3,9,2,0,0,0,21,64,14,0,0,0
17829,Penicillin,Cocktail,Alcoholic,Old-fashioned glass,"Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,Blended Scotch,Lemon Juice,Honey syrup,Ginger Syrup,Islay single malt Scotch,,2 *30 ml,3/4 *30 ml,2 *5 ml,2 *5 ml,1/4 *30 ml,0,60,22.5,10,10,7.5,0,54,20,9,9,6,0
17207,Pina Colada,Ordinary Drink,Alcoholic,Collins glass,"Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",https://www.thecocktaildb.com/images/media/drink/cpf4j51504371346.jpg,Light rum,Coconut milk,Pineapple,,,,3 *30 ml ,3 *15 ml  ,3 *15 ml ,0,0,0,90,45,45,0,0,0,50,25,25,0,0,0
13072,Popped cherry,Ordinary Drink,Alcoholic,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,Vodka,Cherry liqueur,Cranberry juice,Orange juice,,,2 *30 ml ,2 *30 ml ,4 *30 ml ,4 *30 ml ,0,0,60,60,120,120,0,0,16,16,33,33,0,0
11959,Poppy Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg,Gin,Creme de Cacao,,,,,1 1/2 *30 ml ,3/4 *30 ml white ,0,0,0,0,165,22.5,0,0,0,0,88,12,0,0,0,0
11961,Port And Starboard,Ordinary Drink,Alcoholic,Pousse cafe glass,"Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",https://www.thecocktaildb.com/images/media/drink/wxvupx1441553911.jpg,Grenadine,Green Creme de Menthe,,,,,1 *15 ml ,1/2 *30 ml ,0,0,0,0,15,15,0,0,0,0,50,50,0,0,0,0
11963,Port Wine Cocktail,Ordinary Drink,Alcoholic,Cocktail glass,"Stir ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,Port,Brandy,,,,,2 1/2 *30 ml ,1/2 *5 ml ,0,0,0,0,315,2.5,0,0,0,0,99,0,0,0,0,0
17208,Rose,Ordinary Drink,Alcoholic,Cocktail glass,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,Dry Vermouth,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,1/2 *30 ml ,1 *30 ml ,1/2 *30 ml ,1/2 *5 ml ,1 *5 ml ,0,15,30,15,2.5,5,0,22,44,22,3,7,0
